1227,1314,1319,1434,1440,1476,1477,1504,1507,1590,1605,1710,1717,1722,1723,1789,1802,1907,2006,2015,2049,2059,2101,2103,2106,2201,2204,2206,2231,2324,2327,2337,2344,2347,2352,2353,2356,2360,2362,2376,2377,2379,2385,2392,2393,2448,2449,2451,2501,2542,2603,2606,2609,2610,2615,2618,2707,2723,2727,2809,2812,2823,2834,2845,2855,2888,2903,2915,3034,3037,3044,3060,3189,3231,3576,3673,3682,3702,4958,5264,5522,5871,6005,6116,6176,6239,6285,6409,8046,8150,8454,9907,9910,9914,9917,9921,9933,9945,1101,1102,1216,1301,1303,1326,1402,2002,2105,2207,2227,2301,2303,2308,2311,2317,2325,2330,2354,2357,2382,2395,2408,2409,2412,2454,2474,2498,2801,2880,2881,2882,2883,2884,2885,2886,2887,2890,2891,2892,2912,3008,3045,3481,4904,4938,5880,6505,9904
74.0,12.15,37.0,33.25,16.0,388.0,225.0,29.95,69.0,224.0,9.21,27.0,33.7,54.2,148.5,53.2,22.1,12.6,23.7,41.2,228.5,475.0,30.85,35.0,60.6,41.2,26.4,27.6,375.0,27.1,62.0,7.22,10.65,41.5,14.0,20.0,21.85,76.2,47.05,38.8,35.4,96.5,87.0,61.1,70.8,46.3,28.15,118.0,19.05,79.6,23.15,45.9,17.65,17.75,36.8,24.05,329.5,137.0,261.0,30.0,10.8,30.3,9.97,10.95,16.3,9.16,24.75,74.0,154.5,20.05,61.9,117.0,97.0,26.7,29.0,210.5,13.95,40.25,109.5,182.0,36.0,77.6,10.5,6.44,93.0,54.6,76.2,325.0,55.8,45.05,275.0,22.75,183.5,243.5,91.0,289.5,53.4,54.0,43.5,38.5,50.8,77.1,72.3,74.1,31.6,25.45,70.7,466.0,294.5,38.5,14.65,193.0,42.2,92.9,50.5,145.0,86.7,317.5,75.1,251.5,70.9,15.1,97.6,401.0,351.5,130.5,18.25,18.15,56.1,50.4,10.9,19.15,15.8,26.2,13.45,13.0,22.05,18.75,227.0,2755.0,104.5,15.4,72.4,88.1,15.95,72.1,45.8
74.0,12.2,37.0,33.25,16.0,387.0,225.0,29.95,69.0,224.0,9.21,27.0,33.7,54.26666666666666,148.5,53.1,22.1,12.6,23.7,41.2,228.0,475.0,30.850000000000005,35.05,60.6,41.2,26.4,27.6,375.0,27.1,62.0,7.22,10.7,41.5,13.960714285714285,20.05,21.852631578947367,76.2,47.0,38.74545454545454,35.4,96.65,87.0,61.1,70.97999999999998,46.43489583333334,28.15,119.0,19.2,79.4,23.15,45.9,17.63235294117647,17.727586206896554,36.8,23.995634095634088,329.5,137.0,261.0,30.0,10.85,30.245238095238104,9.965357142857146,10.95,16.3,9.17,24.75,74.0,154.125,20.05,61.8,116.875,97.2,26.7,29.0,210.5,13.95,40.25,108.99,181.5,35.82954545454545,77.63333333333333,10.5,6.44,93.44,54.6,76.2529411764706,325.0,55.8,45.00833333333333,275.0,22.78367346938776,183.0,243.16666666666663,91.0,289.5,53.4,54.0,43.54333333333333,38.5,50.88,77.21666666666667,72.47714285714284,74.10000000000002,31.6,25.45,70.7,466.0,294.5,38.5,14.65,193.73809523809524,42.20885416666668,92.96379310344828,50.5,145.43699885452463,86.7,317.67307692307685,75.13333333333333,251.0,70.975,15.11725181598063,97.8,402.0,351.08333333333326,130.5,18.25,18.147142857142857,56.051428571428566,50.1,10.9,19.104761904761904,15.781944444444445,26.016666666666666,13.433076923076925,13.050000000000002,22.09278350515464,18.75,226.875,2758.5714285714284,105.04666666666668,15.384210526315794,72.20277777777777,88.02000000000002,15.95,72.2,45.776595744680854
74.0,12.2,37.06111111111111,33.35,16.05,387.66666666666674,225.375,29.95,69.0,223.8,9.226538461538462,27.0,33.7,54.2,148.5,53.1,22.1,12.6,23.7,41.0,227.66666666666663,475.0,30.9,35.02,60.9,41.3,26.4,27.6,377.0,27.121946564885498,61.9,7.227692307692307,10.653571428571428,41.5,14.0,20.050641025641028,21.9,76.2,46.9,38.78157894736841,35.45,96.83333333333331,87.01875,61.1,70.96666666666667,46.48260869565218,28.18,118.0,19.2,79.53846153846153,23.15,45.9,17.6059649122807,17.75,36.8,23.893667546174143,329.5,137.0,261.0,30.0,10.8,30.265116279069773,9.96,10.95,16.3,9.174827586206897,24.795,73.8,154.5,20.05,61.9,117.0,97.40000000000002,26.7,29.05753968253969,210.6923076923077,13.95,40.2,107.96,181.83333333333331,35.68611111111111,77.8,10.5,6.44,93.55,54.612903225806456,76.3671875,325.0,55.8,45.04999999999999,275.0,22.735526315789475,183.5,243.5,91.0,291.0,53.4,54.18909090909092,43.52,38.5,50.96666666666667,77.36666666666666,72.41666666666667,74.1,31.65,25.496666666666666,70.7,466.0,294.5,38.51145833333333,14.65664335664336,193.125,42.341463414634134,92.81606217616579,50.497029702970295,144.98745519713262,86.74615384615383,316.0,75.125,252.16666666666663,70.9,15.181693989071038,97.8125,402.77155172413785,350.83333333333326,130.95833333333334,18.25,18.15,56.214285714285715,50.19565217391305,10.95,19.13125,15.760714285714288,26.1,13.455081967213117,13.05,22.079126213592232,18.8,227.0,2768.8235294117653,105.0,15.378947368421054,72.1,88.00714285714285,15.948734177215188,72.1,45.529885057471255
74.0,12.200000000000005,37.08846153846153,33.25,16.041666666666668,387.625,225.5,29.95,69.0,223.875,9.22,26.98125,33.7,54.26666666666666,148.5,53.1,22.1,12.6,23.7,41.2,227.9375,475.0,30.850000000000005,35.05,60.8,41.25,26.45,27.600000000000005,376.5,27.164583333333336,61.9,7.239999999999998,10.652202643171806,41.5,14.008620689655173,20.1,21.92125,76.33333333333333,46.9,38.79166666666666,35.49137931034483,96.9,87.0,61.2,71.03846153846153,46.42462686567164,28.2,119.0,19.2,79.5,23.094,45.9,17.613440860215054,17.636688311688317,36.9,24.001058201058196,329.5,137.0,261.0,30.05,10.85,30.271212121212123,9.96,10.95,16.3,9.172727272727274,24.75,73.7357142857143,154.52,20.05,61.9,116.5,97.59999999999998,26.706,29.032857142857146,210.80487804878052,13.9,40.25,107.78965517241379,182.0,35.59032258064516,77.63333333333333,10.5,6.432765957446809,93.7,54.5,76.38444444444445,327.5,55.7,45.036111111111104,275.0,22.712727272727275,184.19565217391303,243.25,90.9,290.0,53.3,54.28275862068965,43.5,38.55,50.97142857142857,77.24756097560977,72.50714285714284,74.35000000000002,31.7,25.49230769230769,70.72500000000002,466.0,294.5,38.55,14.696646341463413,193.09375,42.5,92.75648148148147,50.410714285714285,144.9736842105263,86.75555555555556,318.0,75.2,252.75,71.4,15.154022988505748,97.9,402.82876712328766,350.5555555555556,130.95,18.25,18.147142857142857,56.37435897435897,50.24799999999999,10.926562499999998,19.145,15.791666666666664,26.1,13.48125,13.05,22.083510638297877,18.75,226.875,2776.190476190476,104.38020833333331,15.360810810810811,72.2,88.01538461538462,15.9,72.00877192982456,45.13625
73.7,12.199999999999998,37.08913043478262,33.34375000000001,16.05,388.0,225.5,29.8,69.2,223.8,9.216666666666667,27.0,33.7,54.2,149.0,52.89,22.05,12.6,23.7,41.0,228.5,475.0,30.9,35.05,60.66666666666666,41.25,26.43333333333333,27.6,376.0,27.19642857142857,61.7,7.249090909090909,10.683333333333334,41.54545454545455,14.046153846153846,20.125,21.95,76.4,46.93571428571429,38.8,35.55,96.9,87.01875,61.2,71.0,46.34656862745098,28.2,118.0,19.02,79.55,23.035227272727276,45.9,17.566666666666666,17.63157894736842,36.89999999999999,23.978102189781023,329.5,137.0,261.0,30.05,10.8,30.22467532467532,9.96,11.0,16.3,9.163333333333334,24.75,73.8,154.5,20.084615384615386,61.8,116.25,97.70000000000002,26.75,28.992553191489364,210.9179104477612,13.9,40.12272727272728,106.55,181.5,35.525,77.85,10.5,6.432666666666668,93.61,54.53636363636363,76.27837837837838,327.5,55.7,45.03846153846154,275.0,22.72875,184.11111111111111,243.5,91.0,289.1666666666667,53.4,54.35526315789475,43.5,38.51111111111111,50.9,77.10000000000002,72.43333333333334,74.35000000000002,31.7,25.49090909090909,70.7,466.0,294.5,38.54375,14.687499999999998,193.5,42.55506756756756,92.76428571428572,50.46153846153846,144.77352941176468,86.8,316.0,75.1625,252.75,71.33333333333333,15.150000000000002,97.80526315789473,402.9666666666666,350.8636363636364,131.0,18.2,18.1,56.453125,50.3,10.95,19.137096774193548,15.778571428571427,26.08333333333334,13.45,13.05,22.07569444444445,18.796511627906977,226.85,2779.0,104.0,15.3875,72.2,88.02857142857144,15.942857142857141,72.03846153846153,44.874
73.7,12.232857142857142,37.05,33.30714285714286,16.016666666666666,388.0,225.06521739130437,29.8,69.3,223.5,9.21,27.0,33.7,54.26666666666666,149.0,52.9,22.1,12.6,23.725,41.2,228.5,476.25,30.9,35.05,60.6,41.25,26.399999999999995,27.6,376.0,27.2,61.7,7.249411764705883,10.692,41.525,14.0,20.15,21.942156862745094,76.4,46.95000000000001,38.75,35.5611111111111,96.6,86.95,61.19000000000001,71.16764705882352,46.2964,28.2,119.0,19.2,79.5,23.007894736842108,45.9,17.59565217391305,17.481617647058822,37.128571428571426,23.916292134831462,329.5,137.0,261.0,30.1,10.8,30.27781065088757,9.95,11.0,16.3,9.163620689655172,24.775,73.85000000000002,154.35,20.073076923076925,61.7,116.25,97.78181818181817,26.75,29.022,211.0,13.875,40.2,107.84848484848484,181.2,35.328787878787885,77.8,10.5,6.424222222222222,93.13846153846156,54.4,76.13333333333334,327.5,55.7,45.09,275.0,22.712857142857146,183.94117647058826,243.0,90.9,288.75,53.3,54.3,43.5,38.55,50.97142857142857,77.28235294117648,72.51515151515152,74.42857142857143,31.75,25.5,70.77499999999998,466.0,295.0,38.5375,14.659615384615385,193.3,42.69336734693879,92.76285714285713,50.42820512820512,144.62105263157895,86.8,318.0,75.16666666666667,253.07142857142856,71.2,15.15,97.85,403.0,351.0472972972973,131.0,18.2,18.147142857142857,56.42238805970149,50.288172043010746,10.920833333333334,19.115384615384613,15.800000000000002,26.175,13.48125,13.1,22.0739247311828,18.75,226.625,2786.1764705882347,104.02272727272728,15.35,72.23142857142857,88.0,15.9,72.0,44.98913043478261
73.7,12.213636363636365,37.0,33.2,16.05,388.0,225.0,29.8,69.2,223.25,9.213,26.95,33.7,54.2,148.5,53.0,22.05,12.6,23.75,41.0,228.0,475.83333333333326,30.9,35.05,60.65000000000001,41.25,26.4,27.65,376.0,27.2,61.8,7.253333333333333,10.669523809523813,41.6,14.0,20.145454545454548,21.95,76.3,46.9,38.78333333333333,35.55,96.8,87.0,61.2,71.03333333333333,46.233018867924535,28.2,118.0,19.0,79.40476190476191,23.01089743589743,45.9,17.600502512562816,17.468864468864467,37.125,23.87446043165468,329.5,137.0,261.0,30.05,10.8,30.262222222222217,9.96,10.95,16.3,9.165,24.75,73.73846153846154,154.5,20.052380952380947,61.671428571428564,116.0,97.73333333333332,26.714285714285715,29.014864864864865,210.92857142857144,13.9,40.2,107.9,181.58333333333331,35.148,77.85,10.5,6.42,93.0,54.3090909090909,76.08461538461538,327.5,55.6,45.09166666666667,275.0,22.719298245614038,183.5,243.0,91.0,288.5,53.4,54.30212765957445,43.55,38.547826086956526,50.92,77.37727272727273,72.60813008130081,74.3,31.735714285714288,25.48333333333333,70.8,466.0,294.5,38.53,14.68768115942029,193.0,42.70243243243244,92.70952380952382,50.464285714285715,144.96043165467626,86.9,318.0833333333333,75.2,253.83333333333331,71.4,15.167129629629631,97.81111111111109,403.36111111111114,352.1515151515151,131.025,18.2,18.105,56.39999999999999,50.29999999999999,10.920967741935485,19.134090909090904,15.783333333333335,26.08333333333334,13.45,13.050000000000002,22.091822429906546,18.796875,227.0,2777.5,104.0,15.371428571428574,72.01652892561984,88.02000000000002,15.9,72.06818181818181,44.91666666666666
73.7,12.2,37.0,33.30714285714286,16.05,387.9444444444445,225.06521739130437,29.8,69.3,223.5,9.223513513513517,27.0,33.7,54.26666666666666,149.0,52.9,22.0,12.6,23.75,41.2,228.5,476.5,30.9,35.05,60.73333333333334,41.25,26.4,27.6,375.5,27.20953389830508,61.78000000000001,7.257999999999999,10.680357142857142,41.525,14.016176470588233,20.1,21.962871287128717,76.4,46.95,38.8,35.50322580645161,96.7,86.96666666666665,61.2,71.05,46.1315,28.2,119.0,19.02,79.41875,23.02,45.9,17.616129032258065,17.513157894736842,37.128571428571426,23.827991452991448,329.5,137.0,261.0,30.05,10.8,30.29333333333333,9.96,10.95,16.3,9.162833333333333,24.75,73.8,154.4,20.056666666666672,61.6,115.67857142857143,97.73181818181818,26.75,29.01219512195122,210.875,13.9,40.2,108.0,181.2,35.13181818181818,77.8,10.5,6.425833333333332,93.13846153846156,54.41666666666666,76.08333333333333,328.0,55.55,45.1,275.0,22.71875,183.94117647058826,243.0,90.9,288.1,53.3,54.19041095890412,43.525,38.53999999999999,51.0,77.43333333333334,72.68148148148148,74.44615384615385,31.75,25.5,70.8,466.0,295.0,38.5,14.699999999999998,193.5,42.58898305084746,92.75925925925924,50.4037037037037,144.71794871794873,86.99615384615385,317.625,75.1111111111111,252.7,71.4,15.149147727272727,97.66625,403.25,353.0,130.97222222222223,18.2,18.147142857142857,56.30666666666666,50.22142857142857,10.932352941176472,19.102777777777774,15.792916666666667,26.19183673469388,13.464285714285715,13.06875,22.077528089887643,18.795909090909085,226.625,2775.0,104.075,15.383333333333333,71.82000000000002,88.02222222222224,15.95,72.015,44.95
74.0,12.15,36.86,33.379999999999995,16.087500000000002,387.83333333333326,224.5,29.85,69.2,223.5,9.21,26.95,33.7,54.2,148.5,52.83333333333334,22.0,12.6,23.75,41.0,228.5,475.83333333333326,30.9,35.059259259259264,60.6,41.25,26.4,27.640476190476193,375.0,27.262980769230772,62.214285714285715,7.252000000000001,10.696428571428571,41.5,14.05,20.15,22.0,76.3,46.94166666666667,38.7375,35.45,96.6,87.0,61.2875,71.1,46.136637931034485,28.2,118.0,19.0,79.30714285714284,23.00357142857143,45.9,17.603086419753087,17.548076923076927,37.14,23.827433628318587,329.5,138.0,261.0,30.05,10.849019607843136,30.22641509433962,9.962702702702703,10.9875,16.3,9.166666666666666,24.792857142857148,73.79999999999998,154.5340909090909,20.06,61.65000000000001,116.0,97.75,26.75,28.9948275862069,210.75,13.9,40.2,107.86,182.0,35.140243902439025,78.2,10.5,6.42,93.3,54.4,76.03333333333333,327.5,55.6,45.1,275.0,22.725,183.16666666666663,243.0,91.0,288.5,53.4,54.103571428571435,43.53333333333333,38.583333333333336,50.98,77.4,72.6125,74.54545454545455,31.7,25.495,70.8,465.33333333333326,294.5,38.5,14.699999999999998,193.44444444444446,42.63636363636363,92.76344086021506,50.45,144.92105263157896,87.1,317.5,75.16521739130434,253.83333333333331,71.39999999999998,15.125714285714285,97.5,403.3,353.4186046511628,130.8181818181818,18.2,18.1,56.31,50.3,10.95,19.11071428571429,15.794444444444444,26.149999999999995,13.45945945945946,13.05,22.06707317073171,18.772727272727273,226.5,2776.0,104.13513513513512,15.363725490196078,71.99074074074075,88.11500000000002,15.957142857142856,72.0,44.99705882352941
