stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime
1402,2324,model3,-0.8553900599389627,-0.14460994006103742,0.03905914195769283,0.43022487673580917,0.08892000000000003,-3.184033246843107,0.0011454169554651738,-0.2411960586657546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2325,model3,-0.4884118542292697,-0.5115881457707303,0.11474547692782054,0.4630099372250865,0.11577333333333328,-3.5497623714511164,0.0007015631624721724,-0.24592299008669832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2409,model3,0.6445443951120102,0.35545560488798983,0.0053369658442509035,0.31940282973190753,0.04347999999999994,2.9810768322392645,0.0011908423598526497,-0.23740844530397304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2474,model3,0.5570808234759052,0.44291917652409496,0.013066633946174777,0.5182468885393434,0.09425333333333333,4.190977354458867,0.000865967545219566,0.18960499993993096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2881,model3,-0.48526001784512596,0.5147399821548742,0.01530474882224956,0.6623278290058561,0.15166666666666662,0.3386994877901754,0.0006305263916310587,-0.001953595764848993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2884,model2,-0.36246492379054046,-0.6375350762094595,0.07940417140128841,0.8465096609099269,0.13828000000000004,-3.00012104914502,0.0007460848684993274,-0.27885629063470785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2891,model3,-0.6631373382774682,0.3368626617225318,0.018797880930880705,0.5398837063182745,0.13590666666666648,-1.1647059718218873,0.000919270579119917,0.11474320550303006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,3481,model3,-0.6891952886168705,-0.3108047113831295,0.012416991367524374,0.4459511443015349,0.09847999999999998,-2.9833876340999366,0.0010169904443544735,-0.06465092095259181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,4904,model3,-0.6837304341621432,0.3162695658378568,0.0315299185971681,0.5357476925952867,0.0852266666666666,-0.8335400953596337,0.0007978713016511385,0.03901493489607035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,1605,model3,-0.7692064685835412,0.23079353141645872,0.009862696396290739,0.41196010216412904,0.08838666666666675,-1.9355157997213541,0.0011596288246422605,0.0038134208573893987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2049,model3,-0.5951041588722032,0.4048958411277967,0.01885517191573672,0.5173441822641208,0.11085333333333344,0.13958845497728034,0.0010562381081417615,-0.22025290833933406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,3682,model2,-0.45882368676592983,-0.5411763132340701,0.09029694778273231,0.5573288045448745,0.06911999999999997,-2.7732146497038754,0.0015603470333279384,-0.4068709820601038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,6285,model2,-0.9247492192611508,0.07525078073884921,0.13071211932285254,0.3299814816260296,0.05522666666666658,-2.6338353692419574,0.001314289392606959,-0.3261499903430021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1402,model3,-0.43990391415571856,0.5600960858442815,0.14084146279238308,0.6763800560724993,0.10650666666666678,0.24827517516823405,0.0006885888184369705,-0.01752056432889366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2308,model3,-0.6595650316403023,0.34043496835969755,0.33067400304705746,0.9818627785311694,0.13950666666666672,-0.5727155891264228,0.0005117136329615407,-0.45246456651922845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2317,model3,0.3208645033736527,0.6791354966263473,0.12882303377543552,0.46845664714677354,0.09868000000000005,4.176872109041137,0.0004549572305477025,0.7898114183195667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2454,model3,-0.7043755427578798,0.2956244572421202,0.9190204015508254,1.1992034128291722,0.24247999999999986,-0.8526119217601855,0.000493516309517832,-0.3786543751059795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2884,model3,0.37698046246276967,0.6230195375372304,0.12907923868645055,1.0932149586650928,0.19469333333333333,3.123049715351898,0.0006311837117267449,-0.36710187313923376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2891,model3,-0.5559305163565122,0.4440694836434877,0.1611010330068486,0.7543950696299035,0.1600266666666667,-0.687235049891972,0.000644535367629547,-0.23402047613964744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,4904,model3,-0.5998460351378081,0.400153964862192,0.14714752913960139,0.6775847283034886,0.16941333333333308,-0.3905522370803142,0.0005385971817813442,-0.13560430079078606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,9904,model3,-0.2688443467428533,0.7311556532571467,0.1722373424489924,1.6014556517351166,0.21147999999999995,1.8181387285416872,0.0003671372226011376,-0.11992957939171013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1504,model3,0.7882883491786309,0.2117116508213691,0.3451912199599322,0.7094572620823154,0.18020000000000008,3.4854392588525616,0.000596011271263777,0.2626014138914042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1590,model3,0.7775394192594748,0.2224605807405252,0.3297370734709095,0.4230939800088696,0.1034266666666667,3.9707455221777126,0.0007745826945864291,0.19443819518056588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2049,model3,-0.5313928200356223,0.4686071799643777,0.1762518492528122,0.8749447653675042,0.1756266666666666,0.5005346912930104,0.0008599059351248104,-0.06336254997307376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2610,model3,-0.7503149364618966,0.2496850635381033,0.16434693603448955,0.5417085580933545,0.10798666666666674,-2.0814509147556084,0.0005920872331397699,-0.47223109940785707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,3682,model3,0.12640005389647338,0.8735999461035266,0.12698764617336752,0.5555441692184331,0.04543999999999994,2.5431339947052294,0.0023268961150382044,0.3944670169611717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
