stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime
1326,2325,model3,0.303993474211949,0.696006525788051,0.03880059668097249,0.3890267703438531,0.10581333333333345,4.044780334674149,0.0011255699787822242,0.30969589984098805,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2454,model3,-0.8052438294714707,0.19475617052852937,0.021342089246871303,0.43310181275303095,0.12465333333333327,-2.4060067227885207,0.000820381164637307,-0.144164026146778,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,5880,model3,-0.3709499943146904,0.6290500056853097,0.04045641223306655,1.2180080508429802,0.18749333333333323,0.06302384668056016,0.0009677242265446241,-0.5867910822428003,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,1434,model3,-0.36244557130644756,0.6375544286935525,0.02045386241341912,0.8791184237084528,0.15352000000000007,0.6087587108308792,0.0006767788581887073,-1.6181340606270564,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2049,model3,-0.667471510178543,0.3325284898214571,0.0494541232707503,0.42118343698824817,0.10058666666666659,-1.2419266818543304,0.0011360712370624864,0.32325101388202243,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2313,model3,-0.39576191497850877,0.6042380850214912,0.023821421338085784,0.5924120816625318,0.11122666666666658,0.08408388249238748,0.001206934837492795,-0.04962155180934093,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2324,model3,-0.5312581870943335,0.4687418129056666,0.041481004913729316,0.3186275095227638,0.06866666666666674,-0.8906188141314537,0.0010330934820769713,-0.19328836083069592,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2352,model3,-0.628997016188106,0.371002983811894,0.04001428529858155,0.8206555184577261,0.14911999999999995,-1.829492535155208,0.0010427293732727003,-0.5559790017915859,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2618,model3,-0.5170959576238588,0.48290404237614104,0.04501524646915071,0.4273407553739911,0.08972000000000005,-0.8321056930940888,0.0009463796675993405,-0.014322438463172707,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,2867,model3,-0.6428282841140782,0.35717171588592184,0.14256250095987325,0.33418867896807225,0.0813199999999999,-1.7342954664190366,0.0010157774411297968,-0.09642552825138964,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,3037,model3,-0.6048286764440314,0.3951713235559687,0.07062985265059926,0.631009139912598,0.15823999999999974,-1.5360136442203682,0.0009543672005811508,-0.8190800749798074,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,9910,model3,-0.3796237816344391,0.6203762183655609,0.04411358189012978,0.3452122571680099,0.08188,1.5800957600010468,0.0017543262091543519,0.03204665049371465,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1326,9914,model3,-0.6481310379822345,0.3518689620177656,0.014421547686786405,0.20369049902863334,0.039293333333333284,-1.0093071462607937,0.0014401250137718855,0.2994859759654214,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1303,2454,model3,-0.678071922644609,0.32192807735539103,0.005317527557330574,0.5455061861857878,0.12388000000000002,-1.0543173336884768,0.0010683495766667063,-0.07184957008563776,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2882,model3,-0.46528760202702873,0.5347123979729713,0.16108811401366133,0.25721010519354076,0.07736000000000014,0.5816134663164914,0.0012278479762368995,0.13264964519974803,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2885,model3,-0.5154478771310549,0.484552122868945,0.17013730148204706,0.3752791580523635,0.11132000000000011,-0.34407123349422497,0.001449329392218759,-0.03486219117445346,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2912,model3,-0.0842624297743657,0.9157375702256344,0.15595145189468168,1.2959583064767997,0.17092000000000002,4.698859090898184,0.0007110971962266793,0.04588267439911308,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,3045,model3,-0.1487415873033289,0.851258412696671,0.08434345138799268,0.11875828043428666,0.028386666666666456,3.4828544376830215,0.0010725227463706634,-0.5857075220813841,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,1434,model3,-0.14140949577219053,0.8585905042278095,0.13048149059759095,0.3591458636071244,0.054746666666666687,2.4963655562542955,0.0011604322530597783,-1.436343908601669,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2352,model3,-0.38552311785988513,0.614476882140115,0.159647715604004,0.9239749169570899,0.14929333333333353,0.3054283685554855,0.001625581801726642,-0.1935468742395749,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1101,1216,model3,-0.9724416382178268,0.027558361782173225,0.3261711852612189,0.3669635678853141,0.07730666666666672,-3.0942747822117997,0.001040498655442914,-0.14100458224768583,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
