stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime
2105,1707,model1,0.5718743718645785,-0.4281256281354216,0.9842325459048775,0.14682199860371484,0.05955999999999998,0.00037401470147765476,0.0013162256232714298,0.8766756183555274,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2105,2023,model3,-0.5292406519213176,0.4707593480786824,0.009481786677688241,0.14594615371486366,0.0322533333333332,-1.1018730536414723,0.002148050069128237,-0.13795370338934823,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2105,2347,model3,-0.46056975377877113,0.5394302462212287,0.10213392081337976,0.3201714477629712,0.12562666666666647,-0.015839926629344917,0.0009499088207312208,-1.15111566788758,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2409,model3,-0.7002591840824873,0.2997408159175127,0.00991151840241261,0.2957228685435963,0.08769333333333328,-1.4253497210931045,0.001218066267083198,-0.6333579648031901,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2880,model3,-0.2548771326181642,0.7451228673818359,0.055275683777809836,1.368444187912671,0.23824,1.2834157802659092,0.0012056798389097794,0.07878725387726594,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2887,model3,-0.4235392867539672,0.5764607132460328,0.1617235161328433,1.9900201230849772,0.28876,0.10263026011677329,0.0011350356575599745,0.19576836789755198,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,1707,model3,-0.0524550066101154,0.9475449933898846,0.11667151447520903,0.14303662923334004,0.04564000000000013,5.126218226419453,0.002354139442509093,-0.5601309377434638,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2313,model3,0.4963546519523743,0.5036453480476256,0.06515872594334003,0.17311303179932275,0.0415466666666666,2.9324019734640663,0.0016340987286233872,-0.701381616721385,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2002,2344,model3,-0.9252339501934267,-0.0747660498065733,0.00817020250545962,0.08016228593020001,0.019999999999999858,-3.029321140534206,0.002205955606398364,0.6643217485666986,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2324,2886,model3,-0.41013778798661227,0.5898622120133877,0.31414350905522703,0.5854592119116374,0.13745333333333337,0.6038684800831382,0.000892704364558141,0.28166047928772586,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2324,2347,model3,0.27283381705965115,0.7271661829403487,0.2583225066025456,0.16488956217567394,0.0806266666666664,3.3808726319182383,0.0013865747054952417,-1.4226350653172983,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2308,2880,model3,-0.274873423560633,0.7251265764393671,0.10490948362125174,1.7868829033144404,0.2446133333333334,0.6149744298123381,0.0011519055806936,0.21694150563408945,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2308,2882,model3,-0.5584768441187627,0.4415231558812373,0.2755307013066062,0.5131612933420471,0.10344000000000012,-1.2148487806806698,0.0009131759038876852,-0.3007999325084074,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2308,2498,model3,-0.47428961106449186,0.5257103889355081,0.1351163240878087,0.5213615218450298,0.07416000000000006,-0.02075312013455319,0.0012810394654385803,0.3976385257406088,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2330,2885,model3,-0.2625218937067131,0.7374781062932868,0.14142164863588244,1.2319588522579956,0.27277333333333326,0.41062189530990395,0.0010354376016710998,0.07844006943794604,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2330,1504,model3,-0.29201470798465073,0.7079852920153493,0.44776876349686223,1.286123372507199,0.24832000000000012,0.8083155292931241,0.0007516926182758758,0.10710260740568993,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2330,2347,model3,0.30153020460355445,0.6984697953964455,0.36949511557236936,0.10119330893428746,0.04870666666666654,4.050452309758202,0.0016295247838010295,-1.0076443860952338,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2330,2448,model3,0.4881471459892068,0.5118528540107932,0.712328560873112,0.08380530648969627,0.04574666666666688,4.142349882413648,0.0019064745288605918,-1.4242899991586073,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,2884,model3,-0.26875577202696943,0.7312442279730306,0.006382837206076663,0.8402704417972273,0.13751999999999984,1.450269150277728,0.0011141291073556742,0.08840260741038074,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,2890,model3,-0.23459330243003262,0.7654066975699673,0.024249124186662717,0.3929220455305928,0.09007999999999998,1.1234737000850084,0.0009054958737945106,0.8299762786606298,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,4938,model3,-0.6979552064134361,-0.302044793586564,0.044026123532459105,0.049918349887594284,0.10000000000000081,-3.0486323620394686,0.004145389332762444,1.5762120702976545,0,0,0,0,0,0,0,0,0,-5.0,-1.0,0,0,0
2409,5880,model3,-0.16084401672870052,0.8391559832712994,0.006590748944519762,4.326426356743781,0.3149199999999997,1.8106136231634036,0.0010858220955135922,0.22114241694269995,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,1504,model3,-0.21980330595958966,0.7801966940404104,0.01007988940275821,0.34346818624847325,0.04058666666666653,2.0351405560099476,0.0011695725727469885,0.06202219343338604,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,1802,model3,-0.5726195660680343,0.4273804339319657,0.0057721772868759985,0.160984707042097,0.06904000000000013,-0.28389535857059073,0.0021882658894277407,-0.10367803954161833,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,2385,model3,-0.36778818734695323,0.6322118126530468,0.030567308492181148,0.19509411472160132,0.07806666666666666,1.8629889198479532,0.0012763399641682752,0.2058424974147676,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
2409,2449,model3,-0.38230754378550835,0.6176924562144916,0.010880418604544036,0.12953135445843839,0.041053333333333164,1.1223012460934474,0.0019672667899968605,0.42523103447655297,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
