stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness
2002,2324,model3,-0.7831274553877737,-0.21687254461222624,0.04579081375272475,0.6470361660987737,0.1621866666666666,-3.172449698393454,0.0009640149056363901,-0.16657154273183403
2002,2615,model1,0.4755549617793663,-0.5244450382206337,0.7757307935458804,0.41899375737401695,0.0573066666666665,-7.0083210606923055e-06,0.0012535430916009982,-0.22402052218360502
1326,2883,model3,-0.5908074421412756,0.4091925578587245,0.020826253726132393,0.15798405637052568,0.1514133333333339,-1.7694744147663948,0.000737062665544019,1.7503309873809274
1326,2892,model3,-0.6677940171494984,0.33220598285050157,0.009082357366683865,0.21578371015231065,0.10996,-2.0422463320177733,0.0008103821518021462,1.3580371672489056
1326,2360,model1,0.5278798208936278,-0.4721201791063723,0.6268682842550668,0.06827147855232957,0.04003999999999973,-0.0016005944919802466,0.0030048741143347663,-1.2621985719032152
1326,2379,model3,-0.8470698025979109,-0.15293019740208913,0.08820306834243168,0.10106008726460057,0.12193333333333314,-4.565551199540816,0.0013200656809833594,1.8986097177812324
1326,2498,model3,-0.8083317441953815,-0.1916682558046185,0.04463426222138243,0.09380110530634066,0.16589333333333314,-4.467585146426735,0.0011331338860803152,1.8525242215585227
2324,2883,model3,0.18925440848869743,0.8107455915113025,0.046618102506067384,0.9757165232330192,0.2380933333333332,2.3794449761815435,0.0005373993562106028,0.19372201426280355
2324,1536,model3,0.6860553669785594,0.3139446330214407,0.14256306585910133,0.430293052576747,0.11100000000000015,3.6371330725948594,0.0016121052958999339,-1.092884584978328
2324,2615,model1,0.486431352783879,-0.5135686472161209,0.8259001225257581,0.7020868122795727,0.12336000000000001,4.0472905974737e-05,0.0011600073862787132,0.23106132193707793
2324,2812,model3,0.0864943687445327,0.9135056312554672,0.037250655283091356,2.127355604997684,0.13460000000000014,2.329448018156468,0.0004949155592089677,0.09236531049227575
2324,6269,model3,0.17835434031492772,0.8216456596850723,0.0344776349106292,0.44635171623353104,0.12889333333333314,4.473149616304451,0.0024113596995534174,4.2517770521484256e-05
2454,2883,model3,-0.04882359672781853,0.9511764032721814,0.1265145572635123,1.1260441414981377,0.13597333333333325,1.8294940218343985,0.0005365345086563309,0.2777379872022636
2454,1536,model3,-0.31270607690412683,0.6872939230958732,0.06487211703111463,0.30350783393431263,0.1406933333333334,1.5556904450150704,0.002467830453850039,-0.83620830988486
2881,2892,model3,-0.3290651898413474,0.6709348101586525,0.07232216342998782,1.5542894034598638,0.24373333333333347,0.7129352709432836,0.0006750839659048221,0.5804885291339091
2823,2352,model3,-0.890237721978817,0.10976227802118295,0.0512452077692378,0.3992245678384822,0.029213333333333175,-2.6459383754334747,0.0010764626801694436,-0.22061058349866666
2823,2379,model2,-0.7983562942915927,0.20164370570840728,0.26504048550564735,0.6977981904378753,0.13768000000000005,-1.7164492043256079,0.0009555414539721254,0.1673970451975639
2823,2615,model1,0.4643135344684718,-0.5356864655315283,0.9667177760690879,0.6383122738949066,0.13719999999999982,3.6133508675913655e-05,0.0010024035521283357,-0.04894965204302102
2823,5264,model3,-0.8321254240822759,0.16787457591772414,0.07415587256289656,1.3674973115579434,0.19290666666666645,-1.988804166367914,0.0008117699366872006,-0.046106146240120174
2823,6269,model1,0.5878940846392444,-0.4121059153607555,0.9689730251872117,0.7651644038399343,0.16226666666666664,9.231077671805347e-05,0.0011146222615356122,0.27196604687060266
