stock1,stock2,open,loss,reward,open_num
2002,2330,[2.25],[3.9],3.6999999999999886,[1]
2002,2409,[2.9],[4.65],0.789999999999992,[1]
2002,2885,[1.8],[3.6],1.3499999999999943,[1]
2002,2892,[2.95],[4.8],0.8999999999999986,[1]
2002,3045,[1.25],[1.95],5.450000000000017,[1]
2002,1477,[2.5],[4.95],4.2000000000000455,[1]
2002,2049,[1.4],[2.55],4.399999999999977,[1]
2002,2379,[0.9],[4.05],1.3500000000000796,[1]
2002,2501,[1.75],[4.95],1.75,[1]
2002,2603,[0.95],[2.85],0.5999999999999943,[1]
2002,2867,[2.5],[4.95],1.450000000000017,[1]
2002,3044,[2.9],[4.65],2.3999999999999773,[1]
2002,9907,[1.6],[3.6],3.6499999999999986,[1]
2105,2354,[2.9],[4.65],3.6000000000000227,[1]
2105,3045,[1.85],[3.3],10.0,[1]
2105,1536,[2.45],[3.75],5.0,[1]
2105,1704,[2.35],[3.75],1.0,[1]
2105,2049,[1.45],[3.6],21.5,[1]
2105,2352,[2.9],[4.65],2.049999999999997,[1]
2105,2903,[1.45],[3.6],0.700000000000017,[1]
2105,3682,[1.4],[2.55],4.899999999999864,[1]
2105,9907,[2.7],[4.2],3.8999999999999773,[1]
2303,2308,[1.8],[2.85],1.1499999999999915,[1]
2303,2409,[2.7],[4.2],0.120000000000001,[1]
2303,2885,[1.75],[4.95],2.450000000000017,[1]
2303,3045,[2.3],[4.5],8.299999999999983,[1]
2303,1434,[1.75],[4.95],2.25,[1]
2303,1477,[2.7],[4.2],5.0,[1]
2303,1722,[2.1],[3.3],2.0,[1]
2303,2049,[2.95],[4.8],0,[0]
2303,2352,[2.45],[4.8],0.6500000000000021,[1]
2303,2353,[2.6],[4.65],0.20000000000000107,[1]
2303,2379,[0.65],[3.],0.5999999999999801,[1]
2303,2603,[0.85],[1.8],0.9499999999999886,[1]
2303,2610,[0.5],[3.3],1.6000000000000227,[1]
2303,2834,[1.3],[3.15],0.3500000000000014,[1]
2303,2903,[2.1],[4.2],1.9999999999999858,[1]
2317,2354,[2.6],[4.65],8.0,[1]
2317,3045,[2.35],[3.75],12.5,[1]
2317,1434,[2.35],[4.8],6.050000000000011,[1]
2317,1536,[2.9],[4.65],27.600000000000136,[1]
2317,3682,[2.45],[4.8],3.3499999999999943,[1]
