stock1,stock2,open,loss,reward,open_num
1326,9904,[2.75],[4.2],5.300000000000068,[1]
1326,2379,[1.55],[2.4],6.999999999999886,[1]
1303,1326,[2.1],[4.2],1.199999999999946,[1]
1303,1402,[1.3],[3.3],1.1499999999999915,[1]
1303,2311,[1.3],[3.15],4.400000000000091,[1]
1303,2357,[0.85],[2.25],4.100000000000023,[1]
1303,2880,[1.9],[3.45],1.0,[1]
1303,2886,[1.75],[4.95],1.5,[1]
1303,3045,[2.55],[4.95],8.899999999999977,[1]
1303,5880,[1.5],[4.05],1.5000000000000142,[1]
1303,2106,[1.75],[4.95],0.5000000000000142,[1]
1303,2201,[2.75],[4.2],2.6999999999999886,[1]
1303,2347,[1.7],[4.2],7.150000000000091,[1]
1303,2379,[0.75],[2.25],5.899999999999977,[1]
1303,2542,[2.5],[3.9],7.899999999999977,[1]
1303,2823,[1.8],[2.85],1.75,[1]
1303,2888,[0.9],[1.65],0.6000000000000227,[1]
1303,3037,[1.65],[2.85],3.299999999999983,[1]
1303,3231,[0.7],[1.5],4.599999999999966,[1]
1476,2888,[2.1],[4.5],3.400000000000034,[1]
1301,1303,[2.9],[4.65],4.100000000000023,[1]
1301,2880,[0.9],[3.],1.900000000000034,[1]
1301,3045,[0.8],[4.8],10.5,[1]
1301,5880,[1.85],[3.3],0.6000000000000085,[1]
1301,9904,[2.55],[4.95],5.899999999999864,[1]
1301,2201,[2.9],[4.65],4.100000000000023,[1]
1301,2448,[1.25],[1.95],5.0499999999999545,[1]
1301,2542,[0.55],[3.15],1.7999999999999545,[1]
1301,2618,[2.9],[4.65],0.45000000000000284,[1]
1301,2903,[2.5],[3.9],1.5999999999999943,[1]
1301,9945,[0.5],[3.3],0.10000000000000853,[1]
1402,2382,[1.],[1.8],2.499999999999943,[1]
1402,2880,[0.65],[2.55],2.25,[1]
1402,2883,[1.8],[4.65],1.3999999999999915,[1]
1402,3045,[2.45],[4.8],7.050000000000011,[1]
1402,5880,[1.85],[3.3],0.9000000000000057,[1]
1402,2106,[1.2],[4.8],3.0499999999999545,[1]
1402,2201,[2.05],[3.6],1.4000000000000057,[1]
1402,2610,[1.05],[4.8],1.8999999999999773,[1]
1402,2618,[1.9],[3.45],1.650000000000034,[1]
1402,3037,[1.25],[4.65],3.349999999999966,[1]
1402,9945,[0.75],[4.05],1.9999999999999716,[1]
1102,1216,[1.7],[3.6],0.799999999999983,[1]
1102,2891,[1.9],[3.45],1.9000000000000483,[1]
1216,1303,[1.4],[2.55],0.70000000000001,[1]
1216,1402,[1.9],[3.45],1.5499999999999545,[1]
1216,2412,[0.8],[1.5],10.899999999999864,[1]
1216,2880,[1.65],[4.65],1.1000000000000156,[1]
1216,2884,[2.],[3.9],1.6000000000000085,[1]
1216,3045,[2.2],[3.75],0.8000000000000043,[1]
1216,1477,[2.2],[3.75],8.899999999999977,[1]
1216,2201,[2.25],[3.9],2.5,[1]
1216,2542,[0.5],[3.3],-0.10000000000000142,[1]
1216,2618,[2.9],[4.65],1.7999999999999972,[1]
1216,3037,[1.6],[3.6],3.3000000000000114,[1]
2002,2891,[1.7],[3.9],1.7500000000000284,[1]
2002,3045,[2.55],[4.95],3.8500000000000227,[1]
2002,5880,[2.25],[4.5],2.450000000000017,[1]
2002,2379,[1.75],[4.95],0.9999999999999858,[1]
2002,3231,[1.55],[2.4],2.0999999999999233,[1]
2311,2412,[2.7],[4.65],12.0,[1]
2311,2891,[1.9],[3.45],0.4000000000000057,[1]
2311,2347,[2.2],[3.75],1.25,[1]
2311,2610,[2.35],[3.75],6.0,[1]
2382,2880,[1.2],[4.8],1.8999999999999773,[1]
2382,4904,[1.7],[3.6],1.0999999999999943,[1]
2382,5880,[1.6],[3.6],1.900000000000034,[1]
2382,1319,[1.35],[3.3],6.399999999999999,[1]
2382,2888,[0.8],[4.05],1.3500000000000085,[1]
2303,2385,[1.15],[4.05],0.8999999999999773,[1]
2409,2891,[1.35],[3.3],1.3300000000000125,[1]
2412,2884,[2.1],[4.5],3.5,[1]
2412,3045,[2.9],[4.65],9.5,[1]
2412,2347,[2.7],[4.65],13.5,[1]
2412,2379,[0.9],[4.05],0.5999999999999943,[1]
2880,2883,[1.95],[3.3],1.0,[1]
2880,2891,[2.35],[3.75],0.10000000000000142,[1]
2880,3045,[1.65],[3.6],1.799999999999983,[1]
2880,5880,[2.55],[4.95],1.349999999999966,[1]
2880,9904,[2.3],[4.5],1.099999999999966,[1]
2880,2106,[2.3],[4.5],2.6999999999999744,[1]
2880,2201,[2.75],[4.2],2.8999999999999773,[1]
2880,2347,[2.6],[4.65],3.1999999999999886,[1]
2880,2379,[2.9],[4.95],0.8499999999999659,[1]
2880,2542,[2.2],[3.75],1.299999999999983,[1]
2880,2823,[2.7],[4.2],1.8999999999999488,[1]
2880,3231,[1.8],[2.85],0.10000000000000142,[1]
2886,9904,[2.95],[4.8],0.5499999999999972,[1]
2892,3045,[2.3],[4.5],1.5500000000000114,[1]
2892,5880,[1.65],[2.85],0.7000000000000028,[1]
2892,9904,[2.7],[4.2],2.65000000000002,[1]
2892,2542,[2.6],[4.65],1.8499999999999943,[1]
2892,2610,[1.5],[4.05],1.650000000000034,[1]
2884,3045,[2.75],[4.2],7.149999999999977,[1]
2884,2542,[2.75],[4.2],0.4499999999999993,[1]
2891,3045,[2.7],[4.2],2.0500000000000114,[1]
2891,4904,[2.5],[3.9],1.0,[1]
2891,9904,[2.55],[4.95],2.8000000000000043,[1]
2891,1477,[0.8],[2.85],2.3500000000000227,[1]
2891,2618,[1.],[2.4],2.9499999999999886,[1]
2883,2891,[1.7],[3.6],0.8799999999999955,[1]
2883,2347,[2.4],[3.9],1.1499999999999915,[1]
4904,2823,[1.4],[2.85],2.150000000000034,[1]
4938,2888,[0.8],[2.85],0.6599999999999966,[1]
4938,3037,[1.6],[4.05],0.6000000000000085,[1]
9904,2379,[1.35],[3.3],10.100000000000136,[1]
9904,2542,[2.1],[3.3],5.10000000000008,[1]
9904,3231,[1.15],[1.8],4.7000000000000455,[1]
5880,1477,[1.2],[1.95],2.0,[1]
5880,2201,[2.55],[4.95],1.1000000000000085,[1]
5880,2379,[0.95],[2.85],0.4000000000000057,[1]
5880,2603,[1.1],[3.],2.099999999999966,[1]
5880,2618,[2.45],[3.75],0.14999999999999858,[1]
5880,2823,[2.3],[4.5],2.6499999999999773,[1]
5880,2888,[1.8],[2.85],1.1300000000000097,[1]
5880,3037,[2.9],[4.65],3.1000000000000085,[1]
5880,3231,[2.1],[4.2],2.3499999999999943,[1]
5880,9945,[2.4],[3.9],1.75,[1]
3045,4938,[2.25],[3.9],3.6000000000000227,[1]
3045,5880,[1.9],[3.45],2.1000000000000227,[1]
3045,9904,[2.9],[4.65],15.900000000000091,[1]
3045,1477,[2.45],[3.75],27.5,[1]
3045,2542,[2.95],[4.8],12.600000000000023,[1]
3045,2610,[2.6],[4.65],1.5,[1]
3045,2618,[2.55],[4.95],2.0,[1]
3045,2823,[2.45],[3.75],6.100000000000023,[1]
