stock1,stock2,open,loss,reward,open_num
2308,2408,[1.35],[3.3],4.600000000000023,[1]
2308,2412,[1.35],[3.9],16.0,[1]
2308,2912,[1.5],[2.7],45.5,[1]
2308,3037,[1.2],[1.95],3.0,[1]
2105,2311,[2.5],[4.95],5.099999999999966,[1]
2105,2408,[2.55],[4.95],4.5,[1]
2105,2412,[2.9],[4.65],8.5,[1]
2105,2885,[2.35],[3.75],1.5999999999999943,[1]
2105,1434,[0.95],[2.85],0.20000000000000284,[1]
2105,2015,[1.05],[2.4],4.449999999999974,[1]
2105,2449,[2.1],[3.3],3.2000000000001023,[1]
1102,2880,[0.65],[4.95],2.1999999999999886,[1]
1102,2881,[2.25],[3.9],2.5000000000000853,[1]
1102,5880,[1.55],[2.4],3.0,[1]
1102,2352,[1.5],[2.7],0.5000000000000036,[1]
1102,2603,[1.4],[2.55],0.6999999999999993,[1]
1102,2615,[2.35],[4.8],4.549999999999983,[1]
1102,2888,[1.55],[3.],0.1700000000000017,[1]
1402,2308,[1.55],[2.4],6.75,[1]
1402,2412,[1.8],[2.85],4.149999999999977,[1]
1402,2885,[2.05],[3.6],1.0499999999999936,[1]
1402,2352,[2.3],[4.5],1.3500000000000085,[1]
1402,2615,[2.45],[4.8],1.6999999999999886,[1]
1402,2618,[2.45],[3.75],2.299999999999983,[1]
1326,2311,[2.45],[3.75],0.29999999999999716,[1]
2311,2412,[1.4],[2.85],7.899999999999977,[1]
2311,2881,[2.4],[3.9],1.0000000000000142,[1]
2311,2912,[1.65],[2.85],38.34999999999991,[1]
2311,2352,[0.8],[2.85],1.7500000000000284,[1]
2311,2377,[2.5],[4.2],6.0499999999999545,[1]
2311,2603,[0.65],[2.25],3.6500000000000057,[1]
2311,2610,[1.75],[4.95],2.8500000000000227,[1]
2408,2880,[1.9],[3.45],0.8500000000000014,[1]
2408,2881,[2.7],[4.2],6.550000000000082,[1]
2408,2885,[2.7],[4.2],1.2499999999999787,[1]
2408,2352,[2.4],[3.9],1.200000000000017,[1]
2408,2603,[2.1],[3.3],1.2000000000000028,[1]
2408,3037,[1.65],[2.85],2.5000000000000284,[1]
2412,2880,[1.1],[3.],1.2000000000000455,[1]
2412,2882,[2.2],[3.75],7.2999999999999545,[1]
2412,2885,[1.8],[2.85],2.0,[1]
2412,2912,[1.7],[3.6],11.0,[1]
2412,3008,[0.5],[3.3],10.0,[1]
2412,5880,[1.8],[2.85],1.0,[1]
2412,1722,[2.45],[3.75],5.900000000000091,[1]
2412,2352,[1.8],[2.85],1.3000000000000114,[1]
2412,2377,[2.05],[3.15],3.6999999999999886,[1]
2412,2603,[2.5],[3.9],5.850000000000023,[1]
2412,2610,[0.7],[1.5],4.300000000000011,[1]
2412,2615,[1.8],[3.6],4.050000000000068,[1]
2412,3037,[0.85],[2.25],11.850000000000023,[1]
2412,3231,[0.5],[3.3],1.900000000000034,[1]
2412,9945,[1.6],[3.6],14.299999999999955,[1]
2881,2882,[1.65],[3.],1.150000000000034,[1]
2881,2885,[0.5],[3.3],1.0,[1]
2881,2912,[1.05],[4.8],7.350000000000023,[1]
2881,2106,[0.5],[3.3],3.800000000000068,[1]
2881,2352,[0.7],[1.5],1.4500000000000313,[1]
2881,2377,[2.5],[3.9],2.900000000000013,[1]
2881,2615,[2.75],[4.2],1.9499999999999318,[1]
2880,2881,[1.35],[3.3],2.650000000000034,[1]
2880,2882,[0.65],[1.65],1.75,[1]
2880,2912,[1.65],[3.9],2.5,[1]
2880,2015,[1.2],[4.8],1.4499999999999957,[1]
2880,2106,[0.95],[2.85],1.6000000000000227,[1]
2880,2352,[2.1],[3.3],2.05000000000004,[1]
2880,2377,[0.95],[4.05],1.0999999999999872,[1]
2880,2392,[1.15],[4.35],1.25,[1]
2880,2888,[1.7],[3.6],0.4299999999999926,[1]
2880,3037,[2.35],[3.75],1.2500000000000142,[1]
2474,2885,[2.5],[4.95],5.0,[1]
2474,2015,[0.55],[1.65],30.549999999999955,[1]
2474,2106,[0.55],[1.65],12.0,[1]
2882,2912,[1.45],[3.6],17.450000000000003,[1]
2882,2352,[1.1],[2.55],1.5500000000000256,[1]
2885,2912,[2.9],[4.65],5.0,[1]
2885,5880,[2.55],[4.95],0.9499999999999886,[1]
2885,2015,[1.6],[3.6],1.8500000000000014,[1]
2885,2352,[0.5],[3.3],1.9499999999999886,[1]
2885,2392,[2.2],[3.75],0.799999999999983,[1]
2885,2603,[2.05],[3.15],1.450000000000017,[1]
2885,2610,[2.95],[4.8],2.0999999999999943,[1]
2885,6456,[2.1],[3.3],3.700000000000003,[1]
2885,9945,[2.25],[3.9],1.8999999999999986,[1]
3008,2106,[0.85],[2.25],32.0,[1]
3008,2352,[2.35],[3.75],46.0,[1]
2912,3008,[1.6],[3.6],45.0,[1]
2912,1434,[1.95],[3.3],6.5,[1]
2912,2015,[1.9],[3.45],23.25,[1]
2912,2106,[1.35],[3.3],37.299999999999955,[1]
2912,2352,[0.5],[3.3],1.0,[1]
2912,2377,[2.2],[3.75],43.30000000000007,[1]
2912,2449,[1.55],[3.],26.900000000000034,[1]
2912,2603,[1.2],[4.8],2.5,[1]
2912,3037,[1.1],[1.8],14.0,[1]
6505,2603,[0.5],[3.3],1.4000000000000057,[1]
1434,1722,[2.25],[3.9],0.700000000000017,[1]
1434,2106,[2.5],[3.9],1.5,[1]
1434,3231,[2.1],[3.3],0.19999999999999574,[1]
2015,2106,[2.],[3.9],2.8999999999999986,[1]
2015,2352,[1.6],[3.6],1.5500000000000043,[1]
2015,2392,[2.5],[3.9],16.5,[1]
2015,2449,[1.3],[3.15],4.550000000000011,[1]
1722,2618,[0.9],[2.1],3.5500000000000114,[1]
2106,2392,[2.75],[4.2],12.499999999999858,[1]
2106,2603,[0.95],[2.85],2.1999999999999957,[1]
2352,2377,[1.05],[2.4],1.5,[1]
2352,2610,[2.6],[4.65],2.0500000000000114,[1]
