stock1,stock2,open,loss,reward,open_num
1102,1476,[2.05],[3.15],5.0,[1]
1102,2105,[2.2],[3.75],1.4000000000000057,[1]
1102,2884,[2.7],[4.2],0.7000000000000028,[1]
1102,2353,[2.7],[4.2],1.9499999999999993,[1]
1102,2356,[2.1],[3.3],1.4999999999999574,[1]
1102,2888,[2.9],[4.65],0.4499999999999993,[1]
1102,3034,[1.45],[4.65],14.5,[1]
1102,5871,[2.7],[4.2],0.6000000000001364,[1]
1102,9910,[2.3],[4.5],7.800000000000011,[1]
1476,2301,[2.95],[4.8],0.0,[1]
1476,2884,[0.5],[3.3],6.0,[1]
1476,1434,[2.9],[4.65],4.900000000000091,[1]
1476,1536,[2.75],[4.95],37.5,[1]
1476,2353,[0.85],[2.25],3.0,[1]
1476,2356,[2.05],[3.15],3.0,[1]
1476,2449,[2.4],[3.9],4.0,[1]
1476,2610,[1.9],[3.45],3.3000000000000114,[1]
1476,2888,[2.7],[4.2],3.0,[1]
1476,3034,[2.5],[4.95],33.0,[1]
1476,3044,[2.95],[4.8],0.0,[1]
1476,5871,[0.5],[3.3],2.5,[1]
2002,2317,[2.5],[3.9],0.5500000000000114,[1]
2002,2454,[2.5],[3.9],3.099999999999966,[1]
2002,2474,[2.45],[3.75],2.1000000000000227,[1]
2002,2884,[2.4],[3.9],1.3000000000000114,[1]
2002,1536,[1.15],[1.8],1.3999999999999773,[1]
2002,3034,[2.4],[3.9],1.7000000000000455,[1]
2002,4958,[2.9],[4.65],2.5,[1]
2002,5871,[0.5],[3.3],1.3000000000000114,[1]
1303,2884,[2.35],[3.75],1.3000000000000114,[1]
1303,1434,[1.45],[3.6],1.9499999999999034,[1]
1303,5871,[0.5],[3.3],3.2999999999999545,[1]
1303,9910,[2.25],[3.9],17.700000000000273,[1]
2301,2610,[1.65],[2.85],0.25,[1]
2311,2474,[2.75],[4.2],5.25,[1]
2474,2371,[2.95],[4.8],12.25,[1]
2474,2888,[2.5],[3.9],3.1000000000000227,[1]
2474,5871,[0.5],[3.3],5.399999999999864,[1]
2474,9910,[2.5],[3.9],11.0,[1]
2823,3034,[1.5],[4.05],1.3000000000000682,[1]
2823,3044,[1.9],[3.45],2.0999999999999375,[1]
2823,9910,[2.25],[3.9],3.800000000000068,[1]
2317,2454,[1.1],[2.55],14.200000000000017,[1]
2317,2884,[0.8],[4.05],1.2000000000000028,[1]
2317,6505,[1.],[1.8],4.7999999999999545,[1]
2317,2023,[2.45],[3.75],2.500000000000014,[1]
2317,2353,[2.55],[4.95],2.799999999999997,[1]
2317,3034,[2.4],[3.9],17.299999999999955,[1]
2317,3044,[1.5],[2.7],8.399999999999864,[1]
2317,5871,[1.95],[3.3],1.2000000000000455,[1]
2317,6116,[1.3],[2.4],1.3600000000000136,[1]
2454,2474,[2.1],[3.3],18.5,[1]
2454,2884,[0.7],[1.95],1.0,[1]
2454,1536,[0.5],[3.3],8.0,[1]
2454,2353,[2.2],[3.75],2.0,[1]
2454,2356,[0.95],[2.85],1.25,[1]
2454,3034,[1.55],[2.4],29.5,[1]
2454,9910,[0.55],[4.5],27.0,[1]
2382,2884,[2.25],[4.35],2.8999999999999773,[1]
2382,2023,[0.7],[1.5],0.5,[1]
2382,2353,[2.95],[4.8],1.4000000000000057,[1]
2382,2610,[1.45],[4.2],0.7399999999999949,[1]
2382,5871,[2.9],[4.65],0.4000000000000057,[1]
2382,6116,[1.4],[2.55],0.4100000000000037,[1]
9904,2610,[2.45],[3.75],0.5800000000000125,[1]
9904,5871,[2.05],[3.15],0.30000000000001137,[1]
2884,6505,[1.95],[3.3],1.5,[1]
2884,1536,[2.7],[4.2],2.19999999999996,[1]
2884,2023,[2.],[3.9],2.0,[1]
2884,2356,[2.2],[3.75],1.3999999999999488,[1]
2884,2449,[0.65],[2.25],1.5500000000000398,[1]
2884,2888,[2.6],[4.65],0.7100000000000009,[1]
2884,4958,[1.65],[2.85],1.0999999999999943,[1]
2884,5871,[2.7],[4.95],2.6999999999999886,[1]
2884,6116,[2.1],[3.3],1.329999999999984,[1]
6505,2352,[1.45],[3.6],2.0,[1]
6505,2353,[1.9],[3.45],2.5,[1]
6505,2610,[2.25],[3.9],3.900000000000034,[1]
6505,3034,[2.45],[4.8],25.5,[1]
6505,5871,[0.5],[3.3],3.199999999999932,[1]
6505,6116,[1.05],[4.8],1.5,[1]
1536,6116,[1.5],[4.05],1.0,[1]
1536,9910,[2.25],[4.65],34.5,[1]
1434,1536,[2.35],[3.75],2.0,[1]
1434,2023,[0.85],[3.75],2.8000000000000114,[1]
1434,2353,[2.4],[3.9],0.7000000000000064,[1]
1434,2356,[2.95],[4.8],2.8000000000000114,[1]
1434,3034,[1.8],[2.85],2.5,[1]
1434,5871,[1.45],[3.6],0.849999999999909,[1]
1434,9910,[1.55],[4.35],0.6999999999999886,[1]
2023,2353,[1.7],[3.6],0.8000000000000345,[1]
2023,2356,[1.75],[4.95],0.3999999999999915,[1]
2023,3034,[0.5],[3.3],1.0,[1]
2023,3044,[2.2],[3.75],5.7000000000000455,[1]
2353,2356,[1.85],[3.3],0.8000000000000114,[1]
2353,2371,[1.95],[4.5],2.140000000000006,[1]
2353,2448,[1.8],[3.6],2.9499999999999993,[1]
2353,2449,[2.2],[3.75],2.450000000000024,[1]
2353,2888,[1.75],[4.95],2.8000000000000185,[1]
2353,3231,[1.95],[3.3],2.9499999999999886,[1]
2353,5871,[2.35],[4.8],0.5000000000000142,[1]
