stock1,stock2,open,loss,reward,open_num
1326,2324,[1.7],[3.6],2.7499999999999716,[0]
1326,2880,[1.2],[2.25],2.3000000000000114,[1]
1326,1605,[2.3],[4.5],3.4000000000000057,[1]
1326,3231,[1.5],[4.05],2.5,[1]
2002,2454,[2.4],[3.9],5.2999999999999545,[1]
2002,2880,[0.9],[2.1],2.25,[1]
2002,2891,[2.5],[3.9],2.6000000000000227,[1]
2002,2892,[0.95],[2.85],1.0499999999999972,[1]
2002,1605,[1.4],[4.05],0.5499999999999972,[1]
2002,2049,[2.1],[4.2],11.600000000000023,[1]
2002,2615,[1.25],[2.7],2.400000000000034,[1]
2002,2834,[1.75],[4.95],0.5100000000000051,[1]
2002,3231,[2.25],[3.9],3.0499999999999545,[1]
2002,5522,[2.9],[4.65],8.950000000000045,[1]
2002,9914,[0.75],[4.05],4.300000000000011,[1]
2002,9938,[1.4],[2.55],3.8000000000000114,[1]
2324,2883,[2.7],[4.2],1.1799999999999429,[1]
2324,2892,[2.4],[3.9],0.5499999999999972,[1]
2324,3706,[1.7],[3.6],1.1999999999999673,[1]
2311,2454,[1.95],[3.3],1.6999999999999886,[1]
2311,1605,[2.7],[4.2],3.400000000000034,[1]
2311,2345,[2.9],[4.65],0.7500000000000568,[1]
2311,2449,[2.9],[4.65],0.40000000000000924,[1]
2311,2615,[2.7],[4.8],3.6499999999999773,[1]
2354,2883,[1.75],[4.95],0.23000000000000398,[1]
2354,1605,[2.2],[3.75],3.5999999999999943,[1]
2354,2345,[1.2],[1.95],8.5,[1]
2308,2454,[1.35],[3.3],17.0,[1]
2308,2880,[0.95],[2.85],2.0,[1]
2308,2345,[2.6],[4.65],3.6999999999999886,[1]
2308,3231,[2.25],[3.9],4.0,[1]
2454,2345,[1.5],[2.7],0.75,[1]
2474,2880,[2.7],[4.2],5.5,[1]
2474,2106,[1.9],[3.45],1.6000000000000227,[1]
2880,2883,[1.75],[4.95],2.0,[1]
2880,2891,[1.25],[1.95],1.300000000000015,[1]
2880,2892,[2.5],[3.9],2.599999999999966,[1]
2880,1504,[2.],[3.9],2.5,[1]
2880,1605,[2.9],[4.65],3.5,[1]
2880,1802,[2.],[3.9],0.8500000000000121,[1]
2880,2345,[0.95],[2.85],2.1999999999999957,[1]
2880,2449,[2.05],[3.15],1.9500000000000028,[1]
2880,3706,[2.05],[3.15],2.1499999999999986,[1]
2880,6239,[1.85],[3.3],2.500000000000057,[1]
2880,9938,[1.15],[2.1],0.5999999999999943,[1]
2883,2890,[2.05],[3.15],0.38999999999999346,[1]
2883,1605,[2.75],[4.2],2.059999999999974,[1]
2883,2345,[0.55],[1.65],-0.4100000000000108,[1]
2890,2313,[2.9],[4.65],2.5500000000000114,[1]
2890,2345,[1.65],[3.9],0.5,[1]
2890,2449,[0.5],[3.3],0.3500000000000121,[1]
2890,2834,[2.05],[3.15],1.1799999999999784,[1]
2891,1605,[2.7],[4.2],1.7999999999999972,[1]
2891,2448,[1.65],[2.85],0.25,[1]
2892,2103,[1.9],[3.45],1.3499999999999943,[1]
2892,3231,[2.7],[4.2],2.150000000000091,[1]
1605,1722,[2.7],[4.2],1.0999999999999943,[1]
1605,2049,[1.85],[3.3],3.5999999999999943,[1]
1605,2345,[2.35],[3.75],4.300000000000011,[1]
1605,2834,[1.7],[3.6],1.539999999999992,[1]
1605,3231,[0.55],[3.15],2.699999999999932,[1]
1605,3706,[2.75],[4.2],3.09999999999998,[1]
1605,6239,[2.95],[4.8],3.0,[1]
1722,3706,[1.],[2.85],2.450000000000003,[1]
2049,3706,[2.7],[4.2],1.500000000000007,[1]
1802,3231,[2.2],[3.75],3.9500000000000455,[1]
2345,2449,[2.9],[4.65],7.399999999999977,[1]
2345,3044,[0.5],[3.3],0.14999999999997726,[1]
2345,5522,[0.6],[2.4],2.3500000000000796,[1]
2603,3231,[2.9],[4.65],3.25,[1]
2834,3706,[2.],[3.9],0.7999999999999972,[1]
3231,9907,[2.05],[3.15],3.949999999999932,[1]
3706,6239,[2.95],[4.8],4.599999999999994,[1]
