stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness
1227,1326,model1,0.5259674371055189,-0.4740325628944812,0.8909015774155108,0.8105738479514131,0.1255466666666667,1.4161776601821312e-05,0.0008643748340212924,-0.5839106054568511
1227,2892,model1,0.41620060710318996,-0.58379939289681,0.9893262183155672,0.7263594223182076,0.1231333333333332,-1.6178416263275726e-06,0.0008829972115866948,-0.5482656531300621
1102,2002,model3,-0.4203742764350237,0.5796257235649763,0.2966513892406543,0.6942306039015338,0.13833333333333336,0.4215279197239892,0.0007569852679294043,-0.29009445671586226
1102,2303,model3,-0.5101281660401333,0.4898718339598667,0.29197003269806715,2.6743427946804856,0.2568933333333335,-0.36452923847220825,0.0008671138592896487,0.40112351804527785
1102,2382,model3,-0.4241213951722368,0.5758786048277632,0.17785536928175616,0.9162204261804542,0.15142666666666668,0.9272858912221797,0.0006504584336086619,0.14825907204740166
1102,2880,model3,-0.1526222261371593,0.8473777738628407,0.16483798128247132,2.3519732450069024,0.35081333333333325,1.9173584772468353,0.0009541827315638426,0.19443482372975288
1102,3443,model3,-0.7750480535368138,0.22495194646318625,0.06732104463307743,0.4239679580438198,0.10270666666666674,-1.3063110836780505,0.0010422242312863963,-0.44796209474392096
1402,2002,model3,-0.41303755737136233,0.5869624426286377,0.2097879994197352,0.6375815105109701,0.1347333333333334,0.5020605718517502,0.0007871558625758641,-0.0638049242600734
1402,2303,model3,-0.4956786903140905,0.5043213096859095,0.14979969427374065,1.5278900445977825,0.2300933333333333,-0.23709379677597014,0.0008585817608311782,0.2621553562630385
1402,2330,model3,-0.6090950891247574,0.3909049108752426,0.2241428986952657,1.9769054115162386,0.2343200000000001,0.16102337956127283,0.0007270300928341703,-0.12370620571325805
1402,2344,model3,-0.6382258074248962,0.36177419257510385,0.10656889288612635,1.2880467609327326,0.20378666666666648,-1.0079751271811253,0.000842068203017903,-0.1911435626761466
1402,2408,model3,-0.5161680163983796,0.4838319836016205,0.049634544595474776,0.24888001261954493,0.05653333333333332,0.5001414673896347,0.0010898947784033703,-0.8197085238005271
1402,2474,model3,-0.6616094651172578,0.3383905348827422,0.31590159303268905,1.2962321048970848,0.17221333333333308,-0.17558873344713605,0.0007663806998432267,-0.16166051245324242
1402,2881,model3,-0.39145626983534737,0.6085437301646526,0.0924905855318864,0.7764122036347685,0.1876666666666667,1.1015055194358097,0.0007231306392571186,0.09576893209803682
1402,2891,model3,-0.12005658193371374,0.8799434180662862,0.03507117513801033,3.3732188125606632,0.33301333333333305,2.291578087029637,0.0005073002707424602,-0.19007744715505762
1402,4938,model3,-0.37456291179165246,0.6254370882083475,0.4121755671817873,0.47963410081905666,0.2065999999999997,1.4575717209956913,0.0008008141501000121,-1.534321263577567
1101,2880,model3,-0.09448189809295789,0.9055181019070421,0.028647244473939692,1.252410017049974,0.31678666666666694,2.2551411120899787,0.0011013881804569007,0.12723484296414392
1326,1605,model3,-0.7105361565642576,0.28946384343574233,0.011532913242691274,0.17004657601363737,0.03323999999999994,-2.4982484465626706,0.0015780833867047404,0.6060665839810807
1326,2105,model3,-0.7025519079358131,0.2974480920641868,0.5435419759984775,0.5687857888929476,0.10630666666666662,-2.1470501577427847,0.0009317521016542628,0.7011669142179842
1326,2201,model2,0.28497742258451075,0.7150225774154892,0.07720244492905184,0.894536001212668,0.12919999999999995,3.5640371322853213,0.0008680693429130884,0.20095608025090633
1326,2301,model3,-0.8497762962282439,0.1502237037717561,0.08985842515344303,0.29767576880834146,0.07394666666666663,-3.4226310488208793,0.0013609042545789697,0.08697318982900963
1326,2330,model3,-0.9424854650994429,0.05751453490055724,0.09740508324663853,0.31311417196182506,0.0871066666666666,-4.099088889457984,0.0014892142254963221,-0.1297376937464475
1326,2408,model3,-0.8396978517985456,-0.16030214820145441,0.04136462402769657,0.38553354430362996,0.08401333333333326,-4.659666743731133,0.0012394391755870952,-0.34790598809167267
1326,2412,model1,0.5022239094834546,-0.4977760905165453,0.8762600637762408,1.5840207592267581,0.3085066666666665,-1.0643412711631348e-05,0.0007846682417290759,-0.01840889181033931
1326,2880,model1,0.3795468966046649,-0.6204531033953351,0.9321080572976704,0.713947525633228,0.1820800000000001,-4.875009796667366e-05,0.0009409584184973589,-0.08400313357675919
1326,2891,model1,0.394332524406783,-0.6056674755932171,0.9733984583112297,0.581390308214643,0.06376000000000004,-4.023514212967723e-05,0.0007406093168334509,-0.030858507871400754
1326,2892,model1,0.39117864662935853,-0.6088213533706414,0.9491419934649374,1.3675355152731261,0.23753333333333332,-2.6562107510700687e-05,0.0007341851886819632,-0.37839638315001556
1326,3406,model3,-0.5555297545434933,0.44447024545650676,0.005905654990141023,0.09406404086336509,0.05230666666666672,-0.06251363202820036,0.0022329521023491303,1.1141582685192073
1326,3481,model3,-0.8332909229266431,0.16670907707335691,0.02131621377228938,0.3882124255248519,0.06696000000000003,-3.474198688896985,0.0013281589737140392,-0.06777314727690703
1326,9910,model3,-0.08649537431818141,0.9135046256818186,0.0032769974923517915,0.31455393385549435,0.10000000000000081,4.059749063120494,0.0024843351266224476,-0.6203634206128862
