stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness
1326,3532,model3,-0.9138263418728291,0.086173658127171,0.23082116580281614,3.793279844065296,0.46129333333333306,-3.8358114785849255,0.0010128446691720304,0.3544792107295819
1326,4904,model3,0.7010314066385341,0.2989685933614659,0.019973503268020974,5.002773920244575,0.45549333333333364,4.558654256414376,0.0007525651542769321,-0.30351105160039854
1303,2357,model3,-0.3007755118937546,0.6992244881062453,0.023675006596296514,0.9469500804903341,0.2506266666666669,2.603534609287097,0.0007482784255576302,0.12681794083327547
1102,1402,model3,0.44738780101628167,0.5526121989837183,0.021098311976313556,1.2067142306348568,0.1802933333333332,3.2806505913853203,0.0006632966097172093,0.21908356659331887
1102,2354,model1,0.5685345441622587,-0.43146545583774143,0.9827695605138919,0.14602926468405378,0.09314666666666731,0.00030658251786580624,0.0014188522274989374,1.4374458001064145
1102,2360,model3,-0.7605169803114062,0.2394830196885937,0.16527539460903307,0.9120198761959999,0.14937333333333339,-1.3128930924410276,0.00091826645775377,0.188534414214553
1102,2439,model3,-0.802074523288568,0.19792547671143196,0.2682330258601473,0.44059337955625305,0.19563999999999998,-1.6553846323185666,0.0011138763972046808,-0.7267648647198024
1102,2449,model3,-0.699746792179608,0.300253207820392,0.40383087497998443,0.2664015796117434,0.1215333333333333,-1.2878014736868144,0.0011740311722234337,-1.6519332394338213
1102,2492,model3,-0.8376850588297889,0.1623149411702111,0.8398315258069605,0.9583539302989162,0.25945333333333365,-2.044469470980139,0.0008664183856523901,-0.0663322790390409
1102,2618,model3,0.47332893711618856,0.5266710628838116,0.0967402592869389,0.9484087938167849,0.18884000000000004,2.996090338443259,0.0010670771328363906,-0.2903367208020535
1102,3443,model3,-0.6406184409469211,0.35938155905307895,0.007271343018322611,0.10355050130931015,0.037199999999999935,-0.042933691811330284,0.0020443421752754164,-0.4943381339136668
1102,3481,model3,-0.5110900022816618,0.48890999771833815,0.13128685046890434,1.103958605850357,0.17757333333333306,-0.4518946799073005,0.0008496188105734691,-0.21125657196742
1102,3532,model3,-0.8538224323436346,0.14617756765636536,0.28125364890721244,0.48078942700864363,0.1445599999999999,-2.1169434847592226,0.0011401429439369627,-0.7160420743795345
1102,4904,model3,0.5590131262801306,0.4409868737198695,0.01772176245192192,1.1275745501289705,0.24266666666666684,3.7608353380274093,0.0005903837510107825,0.05821262783467777
1102,5264,model3,-0.7536999044231096,0.2463000955768904,0.6352877813718437,0.2752612156265395,0.09126666666666661,-1.393080227679633,0.0011569184691028762,-1.610263846462772
