stock1,stock2,open,loss,reward,open_num
1303,1722,1.439372976155364,7.9955843391227885,0.6000000000000014,0
1303,2049,0.9210140679952115,2.499999999999602,1.0,0
1303,2231,1.439372976155364,7.9955843391227885,3.0,0
1303,2308,0.9210140679952115,2.499999999999602,1.0,0
1303,2327,0.6089266547405999,5.516100178890889,2.0,0
1303,2379,0.6089266547405999,5.516100178890889,1.0,0
1303,3406,9.848228520815406,22.99878210806025,0,0
1303,3532,1.8311055731762798,9.058223833257852,0.5,0
1303,4938,1.2393892045453652,3.516477272726988,1.0000000000000568,0
1303,5871,2.306606317411384,4.500000000000039,0.19999999999998863,0
1303,6269,9.848228520815406,22.99878210806025,0,0
1227,2327,9.019366197183082,16.031690140845093,2.5,0
1227,2823,4.080335195530733,8.15502793296091,0.10000000000000142,0
1301,1303,9.848228520815406,22.99878210806025,0,0
1301,1434,1.8311055731762798,9.058223833257852,0.3500000000000014,0
1301,2049,9.848228520815406,22.99878210806025,0,0
1301,2313,0.6089266547405999,5.516100178890889,0.09999999999998721,0
1301,2344,9.848228520815406,22.99878210806025,0,0
1301,2376,9.848228520815406,22.99878210806025,0,0
1301,2385,9.848228520815406,22.99878210806025,0,0
1301,2882,9.848228520815406,22.99878210806025,0,0
1301,3034,4.406926229508203,17.016393442622984,1.1000000000000227,0
1301,3406,0.9210140679952115,2.499999999999602,2.5,0
1101,1301,2.306606317411384,4.500000000000039,0.29999999999999716,0
1101,1303,0.6089266547405999,5.516100178890889,0.5,0
1101,1477,0.7099999999999054,2.9999999999997486,0.25,0
1101,2231,2.9582769367764974,5.522039180765841,1.25,0
1101,2313,0.6089266547405999,5.516100178890889,-0.049999999999993605,0
1101,2327,0.48000000000001014,1.6058835588357105,0.5,0
1101,2344,1.7000000000000066,2.9999999999999147,0.45000000000000284,0
1101,2395,4.406926229508203,17.016393442622984,0.29999999999999716,0
1101,2474,4.406926229508203,17.016393442622984,1.75,0
1101,2881,1.7000000000000066,2.9999999999999147,0.19999999999998153,0
1101,2882,0.9210140679952115,2.499999999999602,0.19999999999998153,0
1101,2891,2.306606317411384,4.500000000000039,0.44999999999999574,0
1101,2912,1.2393892045453652,3.516477272726988,0.5,0
1101,3532,9.019366197183082,16.031690140845093,1.5,0
1101,3702,1.2393892045453652,3.516477272726988,0.25,0
1101,4938,1.7000000000000066,2.9999999999999147,0.25,0
1101,6269,1.7000000000000066,2.9999999999999147,0.14999999999997726,0
1402,2823,0.6089266547405999,5.516100178890889,0.29999999999998295,0
1434,1504,9.848228520815406,22.99878210806025,0,0
1434,2379,2.306606317411384,4.500000000000039,1.25,0
1434,4938,1.2393892045453652,3.516477272726988,1.050000000000047,0
1504,2327,9.848228520815406,22.99878210806025,2.0,0
