stock1,stock2,open,loss,reward,open_num
1314,1909,1.2393892045453652,3.516477272726988,0.05000000000000426,0
1314,2002,0.9210140679952115,2.499999999999602,0.25,0
1314,3034,0.48000000000001014,1.6058835588357105,0.5,0
1326,2303,4.080335195530733,8.15502793296091,1.25,0
1326,2880,1.7000000000000066,2.9999999999999147,0.25,0
1326,2887,2.306606317411384,4.500000000000039,1.0,0
1101,1301,3.5563502109704546,6.585970464135011,0.30000000000001137,0
1101,1504,2.505970149253731,11.481343283582085,0.6999999999999886,0
1101,1536,9.848228520815406,22.99878210806025,0,0
1101,2395,1.439372976155364,7.9955843391227885,2.0,0
1101,2409,1.439372976155364,7.9955843391227885,0.2500000000000071,0
1101,2618,9.848228520815406,22.99878210806025,0,0
1101,2880,1.7000000000000066,2.9999999999999147,0.3500000000000085,0
1101,2883,0.6089266547405999,5.516100178890889,0.30000000000000426,0
1101,2884,0.6089266547405999,5.516100178890889,0.5500000000000043,0
1101,2887,1.8311055731762798,9.058223833257852,0.25,0
1101,2892,1.439372976155364,7.9955843391227885,0.19999999999999574,0
1101,3034,0.9210140679952115,2.499999999999602,0.5,0
1101,3702,2.505970149253731,11.481343283582085,1.1000000000000227,0
1102,1301,9.848228520815406,22.99878210806025,0,0
1102,1504,1.439372976155364,7.9955843391227885,0.7000000000000028,0
1102,1536,9.848228520815406,22.99878210806025,0,0
1102,1802,1.2393892045453652,3.516477272726988,0.15000000000000213,0
1102,2303,1.439372976155364,7.9955843391227885,0.75,0
1102,2330,0.9210140679952115,2.499999999999602,1.25,0
1102,2382,2.306606317411384,4.500000000000039,0.30000000000000426,0
1102,2395,0.9210140679952115,2.499999999999602,1.2999999999999972,0
1102,2409,0.6089266547405999,5.516100178890889,0.15000000000000568,0
1102,2834,3.5563502109704546,6.585970464135011,0.09999999999999787,0
1102,2845,3.5563502109704546,6.585970464135011,0.15000000000000568,0
1102,2882,0.48000000000001014,1.6058835588357105,0.19999999999999574,0
1102,2883,0.9210140679952115,2.499999999999602,0.29999999999999716,0
1102,2884,1.439372976155364,7.9955843391227885,0.5500000000000114,0
1102,2886,1.439372976155364,7.9955843391227885,0.3999999999999986,0
1102,2887,1.7000000000000066,2.9999999999999147,0.15000000000000213,0
1102,2888,0.7099999999999054,2.9999999999997486,0.10000000000000142,0
1102,2892,1.2393892045453652,3.516477272726988,0.4500000000000064,0
